ID, Name
22628,Mobile Phone Repair
22629,Surf Shop
22630,Shutters
22631,Hospice
22632,Security Services
22633,Party Bus Rentals
22634,Bangladeshi
22635,Australian
22636,Rolfing
22637,Ukrainian
22638,Bus Tours
22639,Beer Garden
22640,Baden
22641,Beer Gardens
22642,International
22643,Beverage Store
22644,Ethnic Grocery
22645,Kebab
22646,Serbo Croatian
22647,Matchmakers
22648,Saunas
22649,Public Plazas
22650,Castles
22651,Paddleboarding
22652,Vacation Rental Agents
22653,Furniture Repair
22654,Oriental
22655,Shanghainese
22656,Distilleries
22657,Venezuelan
22658,Psychologists
22659,Trampoline Parks
22660,Bavarian
22661,Airport Lounges
22662,Batting Cages
22663,Medical Transportation
22664,Food Tours
22665,Iberian
22666,Trinidadian
22667,Firearm Training
22668,Bike Sharing
22669,Osteopathic Physicians
22670,Yelp Events
22671,Curry Sausage
22672,Challenge Courses
22673,Hang Gliding
22674,Egyptian
22675,College Counseling
22676,Pulmonologist
22677,Sugaring
22678,Home Staging
22679,Donairs
22680,General Festivals
22681,Wine Tours
22682,Czech
22683,Eastern European
22684,Meditation Centers
22685,Walking Tours
22686,Basketball Courts
22687,Eastern German
22688,Christmas Markets
22689,Wok
22690,Swiss Food
22691,Valet Services
22692,Walk-in Clinics
22693,Pole Dancing Classes
22694,Uzbek
22695,Lice Services
22696,Customized Merchandise
22697,Gutter Services
22698,Pita
22699,Teppanyaki
22700,Pop-up Shops
22701,Cabaret
22702,Izakaya
